StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname  	GeographyName	AnimalGroup               	LoadSourceGroup            	Amount	Unit        	NReductionFraction	PReductionFraction
beebop               	NONFED    	MD               	AgStormEff    	10003        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42069        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42069        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42069        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42069        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42069        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42069        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42069        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42025        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42025        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42025        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51530        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51530        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51530        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
